Timestamp,Age,Industry,Functional area of job,Job title,Additional context,Annual salary,Additional monetary compensation,Currency,Currency - other,Income - additional context,Country,State,City/region,Remote or on-site?,Unionized?,Years of experience,Years in field,Highest level of education,Gender,Race,Disabled?
4/8/2025 11:42:49,55-64,Manufacturing,"Environmental, Health and Safety",Environmental Health and Safety Manager,,132000,,USD,,,United States,New Jersey,Northern NJ,On-site,No,41 years or more,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:42:51,35-44,Education (Higher Education),Education (Higher Education),"Associate Director, Research",,99400,0,USD,,,United States,Iowa,Ames,Hybrid,No,8-10 years,8-10 years,Doctorate,Woman,White,No
4/8/2025 11:42:53,35-44,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),4th grade teacher,,91000,0,USD,,,United States,District of Columbia,Washington DC,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:42:53,25-34,Law,"Marketing, Advertising & PR",Senior Data & Digital Marketing Executive,,42000,1000,GBP,,,United Kingdom,,London,Hybrid,No,5-7 years,5-7 years,Bachelor's degree,Man,White,Yes
4/8/2025 11:42:53,25-34,Law,"Marketing, Advertising & PR",Senior Data & Digital Marketing Executive,,42000,1000,GBP,,,United Kingdom,,London,Hybrid,No,5-7 years,5-7 years,Bachelor's degree,Man,White,Yes
4/8/2025 11:42:55,25-34,Government & Public Administration,Engineering,Civil engineer/environmental,,100300,3500,USD,,Base salary includes special rate for specialty rating classification ,United States,Missouri,Kansas City,Other/it's complicated,Yes,5-7 years,5-7 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/8/2025 11:42:59,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Librarian (branch),,81703,0,USD,,,United States,Colorado,Denver,On-site,No,11-20 years,8-10 years,Master's degree,Woman,White,No
4/8/2025 11:43:00,35-44,Sales and Marketing - consumer packaged goods,Sales and Marketing - consumer packaged goods,Senior Business and Profitability Manager,,100000,25000,USD,,,United States,Virginia,Virginia Beach,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:43:00,18-24,Government & Public Administration,Government & Public Administration,Operational Planner,I'm in emergency management.,55000,3000,USD,,,United States,Pennsylvania,Philadelphia,Other/it's complicated,No,2-4 years,1 year or less,Bachelor's degree,Woman,White,Not sure / it's complicated
4/8/2025 11:43:02,35-44,Nonprofits,Administration,Executive Assistant,,66000,,CAD,,,Canada,,Edmonton region,Hybrid,No,11-20 years,11-20 years,Associate's degree,Woman,White,No
4/8/2025 11:43:07,35-44,Business or Consulting,Science,Senior Environmental Scientist,"(Canada) - Fisheries, Water, Riparian Habitats and Permitting",104000,0,CAD,,"Canada has universal health care, but my benefits include retirement savings matching, dental and vision care and mental health insurance",Canada,,Vancouver (BC),Hybrid,No,8-10 years,8-10 years,Bachelor's degree,Non-binary,White,Yes
4/8/2025 11:43:12,25-34,Manufacturing,Art & Design,Graphic Designer,,41600,0,USD,,,United States,North Carolina,Sanford,Hybrid,No,5-7 years,5-7 years,Bachelor's degree,"Woman, Non-binary",White,No
4/8/2025 11:43:16,35-44,Government & Public Administration,Recruitment or HR,Human Resources Specialist,,1080000,,USD,,,United States,Pennsylvania,Scranton/Wilks-Barre,Other/it's complicated,No,11-20 years,11-20 years,Master's degree,Woman,Black or African American,No
4/8/2025 11:43:17,35-44,Education (Higher Education),Administration,Administrative Coordinator,,58000,,USD,,,United States,New Hampshire,Hanover,Hybrid,No,21-30 years,11-20 years,Some college,Woman,White,No
4/8/2025 11:43:22,35-44,Green/Renewable Energy,Recruitment or HR,"Hr Generalist, Learning and Development ",,92000,,USD,,,United States,New York,Buffalo,Hybrid,No,11-20 years,11-20 years,Masters certificate,Woman,White,No
4/8/2025 11:43:25,35-44,Education (Early/Primary/Secondary),Media & Digital,Production Operations Specialist,,68000,1800,USD,,,United States,Colorado,Denver Metro,Fully remote,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 11:43:31,35-44,Data Analytics/Market Research,Business or Consulting,Vice president ,,133000,2500,USD,,,United States,Connecticut,Fairfield county,Fully remote,No,11-20 years,11-20 years,Master's degree,Man,White,No
4/8/2025 11:43:35,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",library manager,,40602,0,USD,,,United States,Michigan,Upper Peninsula,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:43:36,35-44,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),Special Education Teacher/Case Manager,,92000,3000,USD,,,United States,Pennsylvania,Montgomery County ,On-site,Yes,21-30 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:43:40,35-44,Nonprofits,Administration,Executive Director,,134000,,USD,,,United States,Alaska,Juneau,On-site,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 11:43:41,55-64,Education (Higher Education),Education (Higher Education),Professor,Full Professor,103000,2300,USD,,,United States,Connecticut,Hartford,On-site,No,21-30 years,31-40 years,Doctorate,Woman,White,No
4/8/2025 11:43:43,35-44,Computing or Tech,Computing or Tech,Software Engineer ,,140000,0,USD,,,United States,District of Columbia,District of columbia,Fully remote,No,11-20 years,2-4 years,Bachelor's degree,Woman,White,No
4/8/2025 11:43:47,25-34,Banking & Finance,Computing or Tech,Data Scientist,,120000,15000,USD,,,United States,District of Columbia,DC,On-site,No,5-7 years,5-7 years,Bachelor's degree,Woman,White,No
4/8/2025 11:43:51,35-44,Education (Higher Education),Libraries,Library Director,Health Sciences focus,109250,0,USD,,,United States,Washington,Spokane,On-site,No,11-20 years,8-10 years,Master's degree,Woman,White,No
4/8/2025 11:43:53,35-44,Science,Health Care,Senior Project Coordinator,,74000,0,USD,,,United States,Oregon,Willamette Valley,Hybrid,No,8-10 years,8-10 years,Master's degree,Woman,White,No
4/8/2025 11:44:00,25-34,Health Care,"Marketing, Advertising & PR","Associate Director, Marketing",,150000,30000,USD,,,United States,Indiana,Indianapolis,Hybrid,No,8-10 years,8-10 years,Bachelor's degree,,White,Yes
4/8/2025 11:44:03,35-44,Government & Public Administration,Geographic Information Systems,GIS Coordinator ,,69000,,USD,,,United States,Massachusetts,North Central ,Hybrid,No,5-7 years,2-4 years,Master's degree,Woman,White,No
4/8/2025 11:44:05,25-34,Education (Higher Education),Administration,Administrative Assistant,,45500,0,USD,,,United States,New York,Hudson Valley,On-site,No,8-10 years,5-7 years,Bachelor's degree,Woman,White,No
4/8/2025 11:44:06,25-34,Banking & Finance,Banking & Finance,Universal Banker,,53000,,USD,,,United States,Minnesota,Northfield,On-site,No,8-10 years,5-7 years,Bachelor's degree,Woman,White,No
4/8/2025 11:44:07,25-34,Health Care,Recruitment or HR,HR Data Analyst,,81000,0,USD,,,United States,California,Los Angeles,Fully remote,No,8-10 years,5-7 years,Bachelor's degree,Woman,"Asian or Asian American, White",No
4/8/2025 11:44:08,55-64,Sales,Property or Construction,plumbing showroom sales,,122000,5000,USD,,,United States,California,Bay Area,On-site,No,31-40 years,8-10 years,Associate's degree,Woman,White,No
4/8/2025 11:44:09,45-54,Government & Public Administration,Insurance,Manager,,79250,7100,GBP,,,United Kingdom,,London ,Hybrid,Yes,21-30 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White,No
4/8/2025 11:44:09,35-44,Computing or Tech,Computing or Tech,Lead Front-End Developer,,79500,,CAD,,,"I live in Canada, but my employer is in the USA",,"Kitchener, Canada (employer is based in Arlington, Virginia)",Fully remote,No,11-20 years,11-20 years,Master's degree,Woman,White,Not sure / it's complicated
4/8/2025 11:44:12,45-54,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Branch Librarian,,54000,0,USD,,,United States,South Carolina,Spartanburg County,On-site,No,21-30 years,21-30 years,Master's degree,Woman,White,No
4/8/2025 11:44:12,35-44,Law,"Marketing, Advertising & PR",Director of Marketing,,161000,5000,USD,,,United States,California,Los Angeles,Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 11:44:14,25-34,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Library Associate I,,32157,,USD,,"I am part-time averaging about 20 hours per week, so that number is twice what I actually make",United States,Kentucky,"Lexington, KY",On-site,No,5-7 years,1 year or less,Bachelor's degree,Non-binary,White,Yes
4/8/2025 11:44:13,45-54,Computing or Tech,Computing or Tech,Product Owner,,86800,,USD,,,United States,Washington,Seattle,Fully remote,No,21-30 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 11:44:16,25-34,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Archives and Programming Coordinator,Archivist who also handles programming,46000,0,CAD,,,Canada,,Toronto,On-site,No,11-20 years,5-7 years,Master's degree,Woman,White,Yes
4/8/2025 11:44:18,45-54,Government & Public Administration,"Galleries, Libraries, Archives & Museums",Records Program Manager,,124000,0,USD,,,United States,Washington,Seattle,Hybrid,No,21-30 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:44:19,45-54,Manufacturing,Training,Instructional Designer,I develop internal and external training,101000,13000,USD,,,United States,Colorado,Westminster,Hybrid,No,21-30 years,2-4 years,Master's degree,Woman,White,No
4/8/2025 11:44:20,35-44,Transport or Logistics,Transport or Logistics,Parking Facility Manager,,83333,1100,USD,,,United States,Indiana,Indianapolis,On-site,No,11-20 years,11-20 years,Master's degree,Man,White,No
4/8/2025 11:44:23,25-34,Nonprofits,Banking & Finance,Underwriter,,100000,3500,USD,,,United States,Colorado,Denver,Fully remote,No,8-10 years,8-10 years,Bachelor's degree,Non-binary,White,No
4/8/2025 11:44:26,35-44,Property or Construction,Accounting,Accounts Receivable Clerk,,65000,2500,USD,,,United States,Ohio,Columbus,On-site,No,11-20 years,5-7 years,Bachelor's degree,Woman,White,No
4/8/2025 11:44:27,35-44,Government & Public Administration,Health Care,Project Manager,,121091,,USD,,,United States,Virginia,Richmond,Fully remote,Yes,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:44:27,35-44,Nonprofits,Computing or Tech,Grants Manager,,61000,4000,CAD,,,Canada,,Ontario,Hybrid,No,8-10 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 11:44:31,35-44,Insurance,Insurance,Senior Benefit Technology Analyst,I build and maintain online enrollment sites,89000,3000,USD,,,United States,Pennsylvania,"Pittsburgh, PA",Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Woman,Native Hawaiian or other Pacific Islander,No
4/8/2025 11:44:34,45-54,Health Care,Recruitment or HR,HR Generalist,,87498,0,CAD,,,Canada,,"Ontario, Canada",Hybrid,No,31-40 years,11-20 years,Associate's degree,Woman,White,No
4/8/2025 11:44:35,25-34,Computing or Tech,,Architect,Software developer,138480,2000,USD,,,United States,Nebraska,Lancaster,On-site,No,8-10 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 11:44:38,35-44,"Galleries, Libraries, Archives & Museums",Administration,Senior Executive Assistant,,86000,0,USD,,,United States,Minnesota,Minneapolis,On-site,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 11:44:42,35-44,Government & Public Administration,Law Enforcement & Security,Senior Research and Statistics Advisor,,95500,0,CAD,,"This includes a lump sum payment of about $6000 of back pay, due to a court case. Some of this would apply to 2024 and some would apply to 2022 and 2023.",Canada,,Toronto,Fully remote,Yes,8-10 years,5-7 years,Doctorate,Woman,White,Yes
4/8/2025 11:44:42,35-44,Education (Higher Education),Education (Higher Education),Instructional Designer,,70000,0,USD,,,United States,Missouri,St. Louis,Hybrid,No,11-20 years,11-20 years,Doctorate,Woman,White,Yes
4/8/2025 11:44:43,55-64,Law,Administration,Legal Secretary,,80000,20000,USD,,,United States,Massachusetts,Lincoln,On-site,No,41 years or more,41 years or more,Some college,Woman,White,No
4/8/2025 11:44:57,25-34,Nonprofits,Sales,Senior Corporate Partnerships Manager,,79000,,USD,,,United States,Illinois,"Chicago, IL",Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 11:44:58,45-54,Nonprofits,Nonprofits,"Sr. Director, Administration",Human Resources and Finance for an educational nonprofit,111395,,USD,,,United States,District of Columbia,"Washington, DC",Hybrid,No,21-30 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:44:59,35-44,Nonprofits,Nonprofits,Pastor,,53000,1000,USD,,,United States,Illinois,Quad Cities,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:45:00,25-34,Government & Public Administration,Transport or Logistics,Logistics Officer,,95000,,CAD,,,Canada,,British Columbia,On-site,No,5-7 years,5-7 years,Bachelor's degree,Woman,White,No
4/8/2025 11:45:10,35-44,Health Care,Nonprofits,Director of Communications,,155000,,USD,,,United States,Washington,Seattle,On-site,No,8-10 years,5-7 years,Master's degree,Woman,White,No
4/8/2025 11:45:10,25-34,Government & Public Administration,Urban Planning,City Planner,,82550,,USD,,,United States,Pennsylvania,Philadelphia,On-site,Yes,2-4 years,2-4 years,Master's degree,"Woman, Other or prefer not to answer",White,Not sure / it's complicated
4/8/2025 11:45:11,45-54,Education (Higher Education),Computing or Tech,Lead Cybersecurity Training Specialist,,88000,0,USD,,,United States,Illinois,Champaign-Urbana,Fully remote,No,21-30 years,5-7 years,Bachelor's degree,Woman,White,No
4/8/2025 11:45:13,35-44,Education (Higher Education),Education (Higher Education),Academic Advisor,,56650,0,USD,,,United States,New York,Central New York,On-site,Yes,11-20 years,2-4 years,Doctorate,Non-binary,White,Not sure / it's complicated
4/8/2025 11:45:22,35-44,Computing or Tech,Engineering,Software Engineer,,265000,1005000,USD,,Bonus + Restricted Stock Units,United States,California,Sacramento CA,Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Man,White,No
4/8/2025 11:45:27,35-44,Computing or Tech,Computing or Tech,Senior developer,,1015000,50000,Other,NOK,,Norway,,Oslo,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 11:45:28,35-44,Education (Higher Education),Administration,Associate Registrar,,126000,0,USD,,,United States,Colorado,Boulder,Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Other or prefer not to answer,White,No
4/8/2025 11:45:31,35-44,Consumer Packaged Goods,Project Management,Project Management Director,,189000,70000,CAD,,,Canada,,Alberta,Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 11:45:31,18-24,Green/Renewable Energy,Engineering,Engineer 2,,91000,2000,USD,,,United States,Colorado,Denver,Hybrid,No,1 year or less,1 year or less,Master's degree,Woman,White,No
4/8/2025 11:45:32,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",librarian,,84000,,USD,,,United States,California,Los Angeles ,On-site,Yes,11-20 years,2-4 years,Master's degree,,,
4/8/2025 11:45:33,25-34,Computing or Tech,"Marketing, Advertising & PR",Email and Content Marketing Manager,,48000,0,GBP,,,United Kingdom,,London,Hybrid,No,5-7 years,5-7 years,Bachelor's degree,Woman,White,No
4/8/2025 11:45:35,45-54,Banking & Finance,Administration,Administrative Professional ,"Executive assistant in a two person company - so, whatever is needed",50000,0,USD,,,United States,Washington,Seattle,On-site,No,21-30 years,8-10 years,Associate's degree,Woman,White,No
4/8/2025 11:45:38,25-34,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),High School History Teacher,N/A,54000,600,USD,,,United States,New York,Rochester NY,On-site,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
